product_idx,true_class,true_class_cz,true_distance,rules_class,rules_class_cz,rules_distance,ml_class,ml_class_cz,ml_distance,savings_m
20730,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
1078,front_zone_bin,Přední zóna,15,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
7074,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
28843,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
6251,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
12996,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
8522,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
4747,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
4363,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
11824,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
12609,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
32040,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
27403,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
26489,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
18048,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
30119,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
28002,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
18872,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
31014,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
13454,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
24871,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
26107,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
9482,front_zone_bin,Přední zóna,15,floor_block,Bloková zóna,80,front_zone_bin,Přední zóna,15,65
14493,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
4664,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
16706,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
1278,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
28629,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
22619,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
12303,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
4532,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
27357,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
22016,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
28567,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
7301,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
3966,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
619,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
6876,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,front_zone_bin,Přední zóna,15,65
22609,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
13505,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
24603,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
19838,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
4473,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
15190,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
3375,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
14006,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
21897,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
23355,front_zone_bin,Přední zóna,15,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
19976,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
6944,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
6820,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
31218,front_zone_bin,Přední zóna,15,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
15342,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
11138,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
2616,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
17591,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
22378,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
9069,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
15878,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
27219,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
9872,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
7135,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
12519,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
5002,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
15012,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
15398,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
10664,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
26550,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
18833,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
30862,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
30899,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
15582,front_zone_bin,Přední zóna,15,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
20933,front_zone_bin,Přední zóna,15,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
20153,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
15424,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
30555,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
15809,front_zone_bin,Přední zóna,15,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
22827,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
15648,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
17980,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
24573,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
16648,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
27043,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
10709,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
14138,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
4500,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
3288,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
0,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
1717,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
21522,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
4916,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
14482,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
18227,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
25929,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
10524,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
2455,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
844,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
15089,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
19088,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
15240,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
25022,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
9056,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
10455,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
31378,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
1616,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
12486,shelf_picking,Police,45,shelf_picking,Police,45,special_zone,Speciální zóna,45,0
14432,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
19309,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
13304,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
16196,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
628,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
10589,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
16894,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
17843,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
17300,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
8103,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
6452,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
15277,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
25551,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
10975,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
30452,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
7759,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
7636,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
12280,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
16430,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
12502,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
8720,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
25464,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
9917,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
23756,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
13806,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
30109,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
721,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
29743,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
2442,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
7549,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
7178,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
17916,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
19255,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
2461,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
24858,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
29540,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
18081,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
13150,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
29665,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
5117,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
24524,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
30017,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
21894,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
3255,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
32378,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
31751,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
28770,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
2333,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
9286,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
31895,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
22479,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
10308,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
28580,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
3977,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
11207,front_zone_bin,Přední zóna,15,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
25252,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
21553,front_zone_bin,Přední zóna,15,pallet_rack,Paleta,80,front_zone_bin,Přední zóna,15,65
28931,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
29379,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
15104,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
28876,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
2025,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
22233,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
21407,shelf_picking,Police,45,shelf_picking,Police,45,special_zone,Speciální zóna,45,0
30256,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
19648,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
27728,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
16973,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
7088,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
13868,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
9325,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
8639,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
14441,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
13036,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
14861,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
13534,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
5792,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
10849,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
9570,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
11583,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
21406,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
8734,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
11310,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
20342,front_zone_bin,Přední zóna,15,floor_block,Bloková zóna,80,front_zone_bin,Přední zóna,15,65
9001,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
21763,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
21518,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
2391,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
3265,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
20981,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
10315,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,front_zone_bin,Přední zóna,15,65
27017,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
3959,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
13917,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
15905,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
24900,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
25554,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
9398,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
8769,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
4213,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
32512,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
7454,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
13358,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
16816,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
30973,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
14398,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,shelf_picking,Police,45,35
508,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
21144,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
27631,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
27975,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
5237,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
4567,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
22667,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
18720,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
9912,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
27494,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
27897,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
2742,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
29326,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
15439,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
32034,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
6967,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
31005,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
5003,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
31883,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
8151,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
27536,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
17445,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
22178,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
825,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
12122,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
13379,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
3500,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
12244,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
17733,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
15887,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
2785,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
2457,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
5779,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
24357,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
11568,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
32452,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
8424,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
21334,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
31060,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
17536,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
13550,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
19466,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
2454,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
31681,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
7992,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
2389,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
18606,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
19864,pallet_rack,Paleta,80,pallet_rack,Paleta,80,pallet_rack,Paleta,80,0
21605,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
2961,pallet_rack,Paleta,80,pallet_rack,Paleta,80,front_zone_bin,Přední zóna,15,65
16469,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
9649,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
4,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
12794,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
32367,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
5663,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
24056,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
4547,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
14597,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
23733,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
3181,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
17729,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
25783,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
12139,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
11984,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
19169,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
28100,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
29375,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
23922,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
11281,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
17444,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
11858,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
21913,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
21628,shelf_picking,Police,45,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
7087,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
18704,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
16418,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
11874,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
18920,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
3954,pallet_rack,Paleta,80,pallet_rack,Paleta,80,front_zone_bin,Přední zóna,15,65
17246,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
1580,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,floor_block,Bloková zóna,80,0
2916,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
27800,shelf_picking,Police,45,shelf_picking,Police,45,shelf_picking,Police,45,0
25357,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,shelf_picking,Police,45,0
28004,front_zone_bin,Přední zóna,15,shelf_picking,Police,45,front_zone_bin,Přední zóna,15,30
12028,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,special_zone,Speciální zóna,45,0
